,track_id,spotify_track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,primary_artist,artist_fame_loo,artists_listeners,download_status,audio_path
0,32440,2EZwmBwxtpZeAiV7444CSy,Miranda!,Es Mentira,Agua,38,283546,False,0.655,0.882,0,-1.576,1,0.0318,0.243,0.123,0.0982,0.842,160.012,4,electronic,Miranda!,41.0,400994.0,skipped_existing,data/audio/2EZwmBwxtpZeAiV7444CSy.mp3
1,69684,0Rvf9O6mzFqezZgWkdlxJt,Libin Scaria;Keerthana sk,Kunjeldho (Original Motion Picture Soundtrack),Pen Poove,21,294060,False,0.569,0.538,8,-10.601,1,0.0337,0.863,0.00511,0.111,0.26,96.966,4,malay,Libin Scaria,17.0,29.0,skipped_existing,data/audio/0Rvf9O6mzFqezZgWkdlxJt.mp3
2,73799,2EuPcc2kzFNbv3Ec2BAPLp,Albers Kuhnhart,"Berlin Minimal Underground, Vol. 58",Say Something Do Nothing - New Master Cut Mix,18,181844,False,0.779,0.814,4,-9.404,0,0.0614,0.000922,0.804,0.125,0.295,128.057,4,minimal-techno,Albers Kuhnhart,36.0,352.0,skipped_existing,data/audio/2EuPcc2kzFNbv3Ec2BAPLp.mp3
3,65455,2X45nVBeYzmDlrXji9Av0Q,MeloMance,"Love, Maybe (A Business Proposal OST Special Track)","Love, Maybe",67,185000,False,0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,4,k-pop,MeloMance,36.0,343739.0,skipped_existing,data/audio/2X45nVBeYzmDlrXji9Av0Q.mp3
4,7993,3bviXo8C7OAuhIA9U9cQMH,The Wood Brothers,Live at the Fillmore,Happiness Jones/Express Yourself - Live at the Fillmore,23,467680,False,0.533,0.819,2,-6.437,1,0.0625,0.0743,5.51e-05,0.903,0.686,88.897,4,bluegrass,The Wood Brothers,28.25,200018.0,skipped_existing,data/audio/3bviXo8C7OAuhIA9U9cQMH.mp3
5,8834,7JE16VzmuDrVmRgQZTp9OG,Slank,Tujuh,Bimbim Jangan Menangis,34,381421,False,0.309,0.37,0,-10.991,1,0.032,0.866,0.529,0.111,0.176,128.762,4,blues,Slank,40.0,34434.0,skipped_existing,data/audio/7JE16VzmuDrVmRgQZTp9OG.mp3
6,61816,3zzW9CIHxiPbeQrGmBVvG6,E-girls,E-girls,EG-ENERGY,18,299706,False,0.679,0.937,1,-4.117,1,0.0612,0.11,1.77e-05,0.364,0.397,124.02,4,j-idol,E-girls,23.0,29293.0,skipped_existing,data/audio/3zzW9CIHxiPbeQrGmBVvG6.mp3
7,108245,3erARuIHWb4koIi36ZVEF6,Alfredo De Angelis;Oscar Larroca,Medallita De La Suerte,Y Todavía Te Quiero,22,168013,False,0.58,0.354,4,-7.218,0,0.0353,0.835,0.0,0.32,0.765,120.173,4,tango,Alfredo De Angelis,23.5,35521.0,skipped_existing,data/audio/3erARuIHWb4koIi36ZVEF6.mp3
8,38125,0b93tWwuoAC0nXe1CfR30I,Arctic Monkeys,Tranquility Base Hotel & Casino,Star Treatment,59,354640,False,0.581,0.767,7,-5.026,0,0.0527,0.243,0.00131,0.141,0.673,120.07,4,garage,Arctic Monkeys,69.0,7213984.0,skipped_existing,data/audio/0b93tWwuoAC0nXe1CfR30I.mp3
9,18200,46uMTUcbm48oFMWOCGLMe4,Glenn Wool,Let Your Hands Go,Drunk Glenn,24,72359,True,0.5,0.849,4,-5.659,1,0.801,0.896,0.0,0.725,0.263,126.238,1,comedy,Glenn Wool,23.0,3351.0,skipped_existing,data/audio/46uMTUcbm48oFMWOCGLMe4.mp3
10,48213,5KA6S4auXremQLoBIsKprz,Westside Connection,Bow Down,Bow Down,55,206933,True,0.892,0.455,9,-11.206,1,0.292,0.0181,0.0,0.344,0.473,92.885,4,hardcore,Westside Connection,59.5,627494.0,skipped_existing,data/audio/5KA6S4auXremQLoBIsKprz.mp3
11,76713,6gvQHafvp7j7eanVD269Jj,André Rieu;Johann Strauss Orchestra,And The Waltz Goes On,And The Waltz Goes On,48,355120,False,0.188,0.359,7,-8.416,0,0.0344,0.945,0.891,0.0894,0.246,85.126,4,opera,André Rieu,52.0,316105.0,skipped_existing,data/audio/6gvQHafvp7j7eanVD269Jj.mp3
12,109502,55dCpSP7SVWYZOjxiQpbOE,Kohra,Summer Sol III,Maaya,20,520000,False,0.668,0.812,2,-9.026,1,0.0384,0.0373,0.847,0.101,0.0373,120.003,3,techno,Kohra,15.0,5082.0,skipped_existing,data/audio/55dCpSP7SVWYZOjxiQpbOE.mp3
13,43737,0DvSRVS1anXDu570m3N2xF,Coral Voice Soul,Ele Voltará,Ele Voltará,25,189640,False,0.471,0.882,4,-5.331,1,0.236,0.0584,0.0,0.0976,0.446,144.113,4,groove,Coral Voice Soul,30.75,1845.0,skipped_existing,data/audio/0DvSRVS1anXDu570m3N2xF.mp3
14,59962,2X778pKKEy19DrHPRpr8Ul,Baaroot,From Void To Void,Advent (Saraavaazeh),0,183669,False,0.102,0.851,2,-12.268,0,0.0618,0.954,0.964,0.115,0.0333,81.412,3,iranian,Baaroot,0.0,313.0,skipped_existing,data/audio/2X778pKKEy19DrHPRpr8Ul.mp3
15,106907,57WO3RacxniSNSeHwcrkVZ,Aden x Asme,Vågor & fåglar,Para,34,137142,True,0.756,0.863,6,-1.194,0,0.11,0.0217,1.91e-06,0.065,0.74,111.871,4,swedish,Aden x Asme,30.5,34.0,skipped_existing,data/audio/57WO3RacxniSNSeHwcrkVZ.mp3
16,48772,56ejQ1pr7fZVhU5Gfx9YQ5,Bayside,Killing Time,Mona Lisa,31,190173,False,0.332,0.86,8,-2.988,1,0.0579,0.000471,0.0,0.263,0.6,182.101,3,hardcore,Bayside,32.5,578654.0,skipped_existing,data/audio/56ejQ1pr7fZVhU5Gfx9YQ5.mp3
17,76627,0OqdM706wNhikquEqLq2RC,Giacomo Puccini;Il Volo;Plácido Domingo,Notte Magica - A Tribute to The Three Tenors (Live),Tosca: E lucevan le stelle - Live,22,188733,False,0.238,0.311,11,-7.547,0,0.0373,0.982,0.00394,0.689,0.0559,87.389,4,opera,Giacomo Puccini,27.0,696700.0,skipped_existing,data/audio/0OqdM706wNhikquEqLq2RC.mp3
18,46832,0FGNPZdbTqmjvrU1iC81kP,Dune,History,Rainbow To The Stars (Video Mix),17,209333,False,0.444,0.834,5,-11.44,1,0.035,0.0245,0.0113,0.375,0.0403,180.757,4,happy,Dune,21.25,297809.0,skipped_existing,data/audio/0FGNPZdbTqmjvrU1iC81kP.mp3
19,102057,6l1VsKiMyaUWElFrM1rsuu,Prateek Kuhad,Karwaan,Saansein,54,266041,False,0.693,0.518,1,-9.146,1,0.0282,0.653,0.531,0.138,0.374,128.041,4,songwriter,Prateek Kuhad,52.0,141632.0,skipped_existing,data/audio/6l1VsKiMyaUWElFrM1rsuu.mp3
20,37324,6oQ6511FBtTdyyGuVOblEF,MC Cabelinho;Pedro Lotto,LITTLE HAIR,POOL PARTY,51,151578,True,0.725,0.689,10,-7.24,0,0.0398,0.151,0.0,0.0771,0.847,133.03,4,funk,MC Cabelinho,48.0,307057.0,skipped_existing,data/audio/6oQ6511FBtTdyyGuVOblEF.mp3
21,74439,4nbQx3shQNLs8ySv4uUV9L,Jorge Aragão;Elza Soares,Ao vivo convida (Redux),Malandro - Ao vivo,42,334586,False,0.533,0.697,10,-8.384,1,0.101,0.59,0.043,0.869,0.636,84.298,4,mpb,Jorge Aragão,43.75,251937.0,skipped_existing,data/audio/4nbQx3shQNLs8ySv4uUV9L.mp3
